день,группа,предмет,сложность,температура,осадки,тип погоды,количество пар,номера пар,успеваемость,процент посещаемости
Суббота,7,Методы и средства защиты информации,5,32,True,град,2,"[2, 4]",20,30
Среда,1,Администрирование систем защиты,5,-3,False,туман,5,"[1, 2, 3, 4, 5]",20,42
Понедельник,5,Операционные системы,4,16,False,ветер,4,"[1, 2, 3, 5]",20,43
Понедельник,12,Прикладное программирование,5,6,False,туман,4,"[1, 3, 4, 5]",26,64
Среда,11,Разработка программного обеспечения,5,23,False,ветер,4,"[1, 2, 3, 4]",38,64
Суббота,4,Естествознание,3,22,True,снег,1,[5],31,52
Вторник,2,Эксплуатация компьютерных сетей,4,5,True,град,5,"[1, 2, 3, 4, 5]",20,35
Понедельник,2,Основы информационных технологий,4,27,False,пасмурно,3,"[2, 3, 5]",22,54
Четверг,5,Основы туризма и гостеприимства,3,33,False,ветер,4,"[1, 2, 3, 4]",48,67
Вторник,10,Системное администрирование,4,0,True,дождь,4,"[1, 3, 4, 5]",20,30
Среда,8,Литература,3,10,False,солнечно,5,"[1, 2, 3, 4, 5]",56,73
Суббота,10,Организация обслуживания в гостиницах,3,15,False,ветер,3,"[1, 4, 5]",66,76
Понедельник,6,Техническое обслуживание компьютерных систем,3,25,True,град,4,"[1, 2, 3, 4]",40,59
Суббота,5,Операционные системы,4,18,False,солнечно,1,[1],36,65
Среда,8,Основы информационных технологий,4,4,True,град,2,"[2, 3]",22,48
Вторник,2,Архитектура компьютеров,4,31,False,пасмурно,2,"[3, 4]",20,47
Среда,11,Физика,4,17,False,пасмурно,3,"[1, 4, 5]",28,69
Суббота,8,Диагностика и ремонт оборудования,4,-5,False,ветер,1,[2],20,35
Среда,8,Информационная безопасность,5,2,False,пасмурно,2,"[4, 5]",27,70
Вторник,11,Естествознание,3,3,False,ветер,5,"[1, 2, 3, 4, 5]",59,85
Понедельник,14,Основы туризма и гостеприимства,3,11,False,ветер,4,"[1, 3, 4, 5]",52,85
Четверг,9,Тестирование программных продуктов,4,20,False,туман,4,"[1, 2, 3, 5]",35,70
Четверг,9,Информатика,5,28,False,туман,2,"[4, 5]",36,70
Пятница,1,Виртуализация и облачные технологии,4,14,False,пасмурно,4,"[2, 3, 4, 5]",26,62
Среда,6,Русский язык,3,27,False,пасмурно,4,"[1, 2, 3, 5]",56,77
Четверг,6,Администрирование систем защиты,5,23,False,ветер,3,"[1, 2, 3]",21,45
Среда,15,Операционные системы,4,21,True,снег,5,"[1, 2, 3, 4, 5]",20,36
Пятница,14,Эксплуатация компьютерных сетей,4,23,True,дождь,3,"[1, 2, 4]",20,34
Четверг,5,Маркетинг и менеджмент в сфере услуг,3,25,False,ветер,5,"[1, 2, 3, 4, 5]",68,84
Вторник,2,Основы туризма и гостеприимства,3,8,True,дождь,4,"[1, 2, 4, 5]",30,50
Суббота,6,Конфигурирование и администрирование сетей,5,33,False,солнечно,1,[1],20,30
Среда,1,Проектирование информационных систем,4,32,False,пасмурно,4,"[1, 2, 3, 5]",37,61
Четверг,12,Маркетинг и менеджмент в сфере услуг,3,-3,True,дождь,4,"[1, 2, 3, 4]",62,73
Пятница,8,Безопасность сетей,5,14,True,град,4,"[1, 2, 3, 5]",20,42
Вторник,15,История,2,31,False,солнечно,4,"[1, 2, 3, 4]",56,70
Понедельник,12,Проектирование информационных систем,4,16,True,град,5,"[1, 2, 3, 4, 5]",20,31
Суббота,3,Безопасность операционных систем и сетей,5,35,True,дождь,3,"[1, 2, 4]",20,30
Вторник,2,Литература,3,6,False,ветер,3,"[2, 4, 5]",45,76
Вторник,8,Администрирование систем защиты,5,-1,True,снег,2,"[1, 4]",20,30
Понедельник,3,Русский язык,3,25,False,пасмурно,3,"[1, 2, 5]",58,79
Понедельник,15,Диагностика и ремонт оборудования,4,16,False,ветер,4,"[2, 3, 4, 5]",20,46
Четверг,4,Разработка программного обеспечения,5,19,False,ветер,5,"[1, 2, 3, 4, 5]",24,64
Понедельник,6,Техническое обслуживание компьютерных систем,3,3,False,ветер,3,"[1, 3, 5]",57,77
Среда,5,Диагностика и ремонт оборудования,4,27,True,град,3,"[3, 4, 5]",20,41
Понедельник,11,Основы туризма и гостеприимства,3,-3,False,солнечно,5,"[1, 2, 3, 4, 5]",73,84
Суббота,6,Физика,4,-3,False,пасмурно,1,[1],20,41
Суббота,9,Операционные системы,4,0,False,ветер,3,"[2, 3, 5]",22,55
Четверг,14,Геометрия,4,17,False,туман,4,"[1, 3, 4, 5]",20,57
Суббота,3,Эксплуатация компьютерных сетей,4,19,False,пасмурно,3,"[3, 4, 5]",20,42
Среда,3,Конфигурирование и администрирование сетей,5,17,False,ветер,3,"[1, 4, 5]",27,60
Пятница,13,Математика,5,8,False,ветер,5,"[1, 2, 3, 4, 5]",20,48
Пятница,15,Литература,3,25,True,снег,3,"[2, 3, 4]",36,55
Суббота,3,Физика,4,-3,True,град,2,"[1, 3]",20,30
Понедельник,2,Безопасность операционных систем и сетей,5,34,False,ветер,2,"[1, 2]",20,30
Вторник,7,Методы и средства защиты информации,5,31,False,ветер,5,"[1, 2, 3, 4, 5]",20,42
Понедельник,7,Архитектура компьютеров,4,0,False,ветер,5,"[1, 2, 3, 4, 5]",20,56
Пятница,15,Эксплуатация компьютерных сетей,4,15,False,пасмурно,4,"[1, 3, 4, 5]",28,57
Суббота,16,Проектно-исследовательская деятельность,4,-1,True,снег,2,"[1, 4]",20,43
Понедельник,9,Методы и средства защиты информации,5,5,False,туман,4,"[1, 2, 4, 5]",22,59
Вторник,15,Физика,4,18,True,снег,3,"[3, 4, 5]",20,30
Среда,10,Проектно-исследовательская деятельность,4,3,False,ветер,4,"[1, 2, 3, 4]",36,63
Вторник,5,Информатика,5,10,False,туман,5,"[1, 2, 3, 4, 5]",20,63
Четверг,5,Безопасность сетей,5,15,True,снег,4,"[1, 3, 4, 5]",20,50
Суббота,9,Диагностика и ремонт оборудования,4,-2,False,пасмурно,1,[1],20,37
Вторник,7,Диагностика и ремонт оборудования,4,21,False,солнечно,5,"[1, 2, 3, 4, 5]",31,65
Четверг,5,Литература,3,15,True,град,3,"[1, 2, 4]",50,61
Пятница,12,Системное администрирование,4,34,False,туман,5,"[1, 2, 3, 4, 5]",20,45
Пятница,16,Обществознание,2,20,False,туман,5,"[1, 2, 3, 4, 5]",56,78
Среда,13,Тестирование программных продуктов,4,29,True,град,2,"[2, 3]",20,30
Суббота,14,Сетевые операционные системы,4,33,False,солнечно,3,"[2, 4, 5]",20,38
Понедельник,3,Базы данных,4,10,True,град,4,"[1, 2, 4, 5]",20,30
Четверг,16,Администрирование систем защиты,5,8,False,пасмурно,4,"[1, 2, 3, 4]",20,51
Четверг,11,Основы информационных технологий,4,34,False,туман,3,"[2, 4, 5]",23,60
Среда,14,Геометрия,4,3,False,ветер,5,"[1, 2, 3, 4, 5]",22,55
Пятница,8,Литература,3,20,False,солнечно,3,"[1, 3, 5]",60,74
Вторник,10,Криптография,5,28,True,дождь,2,"[2, 5]",20,44
Суббота,5,Маркетинг и менеджмент в сфере услуг,3,33,True,град,3,"[1, 3, 4]",26,30
Среда,4,Основы сетевых технологий,4,11,False,солнечно,5,"[1, 2, 3, 4, 5]",39,64
Понедельник,9,Техническое обслуживание компьютерных систем,3,14,False,ветер,5,"[1, 2, 3, 4, 5]",47,72
Понедельник,11,Техническое обслуживание компьютерных систем,3,13,False,солнечно,3,"[1, 4, 5]",50,74
Пятница,8,Безопасность операционных систем и сетей,5,17,False,ветер,4,"[1, 3, 4, 5]",30,72
Суббота,6,Литература,3,34,True,град,1,[2],26,30
Суббота,6,Математические основы информатики,4,1,False,солнечно,2,"[2, 4]",31,64
Вторник,11,Физика,4,0,False,солнечно,2,"[2, 3]",20,59
Среда,2,Безопасность сетей,5,27,False,ветер,5,"[1, 2, 3, 4, 5]",29,71
Среда,13,Проектирование информационных систем,4,19,True,дождь,3,"[1, 4, 5]",20,36
Вторник,7,Диагностика и ремонт оборудования,4,21,False,ветер,2,"[1, 3]",37,69
Понедельник,2,Прикладное программирование,5,10,True,снег,4,"[1, 3, 4, 5]",20,30
Понедельник,10,Техническое обслуживание компьютерных систем,3,16,False,ветер,2,"[4, 5]",67,88
